,Unnamed: 0,Unnamed: 0.1,name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
147,147,147,lucene,2.2,org.apache.lucene.search.spans.SpanWeight,7,1,1,13,46,0,2,12,7,0.69047619,357,1.0,2,0.0,0.30952381,0,0,49.0,1,0.8571,0
148,148,148,lucene,2.2,org.apache.lucene.index.DefaultSkipListWriter,4,2,0,3,10,0,1,2,0,0.484848485,176,1.0,2,0.625,0.625,1,1,40.25,1,0.75,0
149,149,149,lucene,2.2,org.apache.lucene.analysis.standard.StandardTokenizerConstants,1,1,0,3,1,0,3,0,0,2.0,87,0.0,0,0.0,0.0,0,0,68.0,0,0.0,0
150,150,150,lucene,2.2,org.apache.lucene.queryParser.QueryParserTokenManager,36,1,0,5,52,282,1,4,7,0.720300752,3060,0.210526316,1,0.0,0.405714286,0,0,83.47222222,112,7.6389,4
151,151,151,lucene,2.2,org.apache.lucene.search.SortComparator,3,1,0,7,7,3,4,5,2,2.0,21,0.0,0,0.0,0.666666667,0,0,6.0,1,0.6667,0
152,152,152,lucene,2.2,org.apache.lucene.search.function.ValueSourceQuery,7,2,1,11,20,9,5,7,6,0.5,74,0.0,1,0.666666667,0.265306122,2,3,9.428571429,4,1.2857,1
153,153,153,lucene,2.2,org.apache.lucene.index.TermEnum,6,1,5,33,8,15,32,1,6,2.0,21,0.0,0,0.0,0.583333333,0,0,2.5,1,0.8333,0
154,154,154,lucene,2.2,org.apache.lucene.search.MultiSearcherThread,6,2,0,12,12,1,1,11,6,0.64,173,1.0,6,0.921568627,0.35,0,0,26.16666667,6,1.5,0
155,155,155,lucene,2.2,org.apache.lucene.index.ParallelReader,27,2,0,16,84,193,3,16,21,0.8241758240000001,558,1.0,0,0.697674419,0.168350168,1,9,19.40740741,2,1.037,5
156,156,156,lucene,2.2,org.apache.lucene.search.TermScorer,9,2,0,10,31,0,1,9,7,0.545454545,409,1.0,2,0.5,0.28571428600000004,1,3,43.22222222,2,1.0,0
157,157,157,lucene,2.2,org.apache.lucene.search.function.ShortFieldSource,7,3,0,7,22,9,2,6,6,0.7777777779999999,122,0.333333333,1,0.705882353,0.333333333,2,3,16.0,6,1.7143,1
158,158,158,lucene,2.2,org.apache.lucene.search.FilteredQuery,9,2,0,9,26,0,2,8,8,0.3125,143,0.0,2,0.6,0.222222222,2,4,14.66666667,5,1.3333,2
159,159,159,lucene,2.2,org.apache.lucene.search.function.FloatFieldSource,7,3,0,7,22,9,2,6,6,0.7777777779999999,122,0.333333333,1,0.705882353,0.333333333,2,3,16.0,6,1.7143,2
160,160,160,lucene,2.2,org.apache.lucene.search.FilterManager,5,1,0,5,18,4,4,3,4,0.8214285709999999,112,1.0,2,0.0,0.35,0,0,20.0,2,1.2,1
161,161,161,lucene,2.2,org.apache.lucene.search.FilteredTermEnum,9,2,2,7,14,8,5,2,6,0.5,103,1.0,2,0.384615385,0.4074074070000001,1,2,10.22222222,2,1.0,0
162,162,162,lucene,2.2,org.apache.lucene.index.TermDocs,8,1,0,27,8,28,25,2,8,2.0,8,0.0,0,0.0,0.3,0,0,0.0,1,1.0,0
163,163,163,lucene,2.2,org.apache.lucene.index.SegmentReader,45,2,0,31,137,732,6,28,20,0.899793388,1253,0.590909091,10,0.582524272,0.131118881,1,8,26.35555556,28,1.7556,11
164,164,164,lucene,2.2,org.apache.lucene.search.FieldSortedHitQueue,14,2,0,17,47,73,2,16,4,0.826923077,361,0.75,3,0.47826087,0.256410256,1,3,24.5,7,1.3571,5
165,165,165,lucene,2.2,org.apache.lucene.analysis.PerFieldAnalyzerWrapper,5,2,0,2,15,0,0,2,5,0.125,73,1.0,1,0.333333333,0.55,0,0,13.2,2,1.2,0
166,166,166,lucene,2.2,org.apache.lucene.search.HitCollector,2,1,6,22,3,1,22,0,2,2.0,5,0.0,0,0.0,0.666666667,0,0,1.5,1,0.5,0
167,167,167,lucene,2.2,org.apache.lucene.analysis.WhitespaceTokenizer,2,4,0,2,4,1,1,1,1,2.0,13,0.0,0,0.875,0.666666667,1,1,5.5,2,1.0,0
168,168,168,lucene,2.2,org.apache.lucene.search.spans.SpanNotQuery,13,3,0,6,31,0,1,6,11,0.375,218,1.0,2,0.571428571,0.208791209,2,2,15.61538462,6,1.3077,0
169,169,169,lucene,2.2,org.apache.lucene.analysis.standard.StandardFilter,3,3,0,5,17,1,1,4,2,0.5,98,1.0,0,0.8,0.75,0,0,31.0,1,0.3333,1
170,170,170,lucene,2.2,org.apache.lucene.search.ConstantScoreQuery,8,2,0,8,19,8,3,6,7,0.428571429,93,1.0,1,0.6315789470000001,0.25,2,3,10.5,5,1.5,1
171,171,171,lucene,2.2,org.apache.lucene.search.RemoteSearchable,13,4,0,14,31,0,0,14,13,0.0,120,1.0,1,0.6,0.205128205,0,0,8.153846154,1,0.9231,0
172,172,172,lucene,2.2,org.apache.lucene.index.FilterIndexReader,24,2,0,11,50,0,0,11,19,0.0,171,1.0,1,0.7228915659999999,0.199074074,1,8,6.083333333,1,0.9583,2
173,173,173,lucene,2.2,org.apache.lucene.document.DateTools,8,1,0,2,27,18,1,1,6,0.428571429,567,1.0,0,0.0,0.314285714,0,0,68.875,8,2.5,1
174,174,174,lucene,2.2,org.apache.lucene.search.ScoreDocComparator,4,1,0,12,6,6,11,3,3,1.0,15,0.0,2,0.0,0.833333333,0,0,2.25,1,0.75,1
175,175,175,lucene,2.2,org.apache.lucene.index.Payload,7,1,0,3,12,1,3,0,6,0.27777777800000003,103,1.0,0,0.0,0.6190476189999999,0,0,13.28571429,3,1.0,2
176,176,176,lucene,2.2,org.apache.lucene.search.Filter,2,1,5,25,3,1,24,1,2,2.0,5,0.0,0,0.0,0.75,0,0,1.5,1,0.5,1
177,177,177,lucene,2.2,org.apache.lucene.search.FieldCache,13,1,0,16,14,78,10,8,12,1.041666667,20,0.0,1,0.0,0.427083333,0,0,0.384615385,1,0.9231,1
178,178,178,lucene,2.2,org.apache.lucene.util.SmallFloat,7,1,0,1,10,21,1,0,7,2.0,155,0.0,0,0.0,0.321428571,0,0,21.14285714,4,2.5714,1
179,179,179,lucene,2.2,org.apache.lucene.store.NativeFSLock,7,2,0,2,32,1,1,1,6,0.583333333,485,1.0,0,0.444444444,0.444444444,1,1,67.42857143,3,1.1429,0
180,180,180,lucene,2.2,org.apache.lucene.index.IndexFileDeleter,16,1,0,11,68,8,3,9,4,0.683333333,814,1.0,2,0.0,0.236111111,0,0,49.375,2,1.0,11
181,181,181,lucene,2.2,org.apache.lucene.analysis.KeywordTokenizer,3,3,0,3,10,1,1,2,3,0.5,63,1.0,0,0.8,0.666666667,0,0,19.0,1,0.3333,3
182,182,182,lucene,2.2,org.apache.lucene.queryParser.QueryParserConstants,1,1,0,2,1,0,2,0,0,2.0,174,0.0,0,0.0,0.0,0,0,136.0,0,0.0,2
183,183,183,lucene,2.2,org.apache.lucene.index.TermFreqVector,6,1,0,11,6,15,11,0,6,2.0,6,0.0,0,0.0,0.375,0,0,0.0,1,1.0,0
184,184,184,lucene,2.2,org.apache.lucene.index.IndexFileNames,3,1,0,5,8,3,5,0,0,1.333333333,205,0.0,0,0.0,0.5,0,0,63.33333333,3,1.0,3
185,185,185,lucene,2.2,org.apache.lucene.index.SegmentInfos,30,4,0,16,75,349,10,8,23,0.936781609,515,0.666666667,0,0.738317757,0.155172414,1,3,15.76666667,6,1.2667,8
186,186,186,lucene,2.2,org.apache.lucene.document.Field,11,2,0,8,21,0,2,6,11,2.0,392,0.0,0,0.8,0.352272727,1,4,34.63636364,2,0.7273,2
187,187,187,lucene,2.2,org.apache.lucene.search.TopDocCollector,5,2,1,7,13,0,2,5,4,0.4375,110,0.5,1,0.25,0.5,0,0,20.2,4,1.6,2
188,188,188,lucene,2.2,org.apache.lucene.analysis.KeywordAnalyzer,2,2,0,3,4,1,0,3,2,2.0,10,0.0,0,0.666666667,0.666666667,0,0,4.0,1,0.5,1
189,189,189,lucene,2.2,org.apache.lucene.store.FSDirectory,28,2,1,16,89,86,6,10,23,0.8444444440000001,1021,0.8,0,0.395348837,0.265432099,1,7,35.10714286,2,1.0,11
190,190,190,lucene,2.2,org.apache.lucene.analysis.CachingTokenFilter,4,3,0,3,10,2,0,3,3,0.666666667,57,1.0,0,0.571428571,0.625,0,0,12.75,1,0.75,2
191,191,191,lucene,2.2,org.apache.lucene.search.spans.SpanOrQuery,11,3,0,8,42,0,3,6,10,0.45,286,1.0,0,0.615384615,0.22077922100000005,2,2,24.81818182,7,1.7273,0
192,192,192,lucene,2.2,org.apache.lucene.store.SingleInstanceLock,5,2,0,2,12,0,1,1,5,0.125,82,0.5,0,0.5,0.466666667,1,1,15.0,1,0.8,0
193,193,193,lucene,2.2,org.apache.lucene.store.NoLockFactory,5,2,0,4,7,6,1,3,4,0.75,24,1.0,2,0.571428571,0.625,0,0,3.4,1,0.6,0
194,194,194,lucene,2.2,org.apache.lucene.search.ScoreDoc,1,1,1,19,2,0,19,0,1,2.0,12,0.0,0,0.0,1.0,0,0,9.0,0,0.0,0
195,195,195,lucene,2.2,org.apache.lucene.search.spans.NearSpansOrdered,15,1,0,6,41,25,3,5,7,0.747252747,661,0.846153846,3,0.0,0.202380952,0,0,42.2,6,1.5333,0
196,196,196,lucene,2.2,org.apache.lucene.analysis.LengthFilter,2,3,0,3,6,0,0,3,2,0.0,41,0.0,0,0.8,0.666666667,0,0,18.5,1,0.5,1
197,197,197,lucene,2.2,org.apache.lucene.search.IndexSearcher,15,2,0,21,34,0,3,19,14,0.35714285700000004,164,0.5,1,0.666666667,0.18974359,1,3,9.8,1,0.7333,2
198,198,198,lucene,2.2,org.apache.lucene.queryParser.ParseException,5,3,0,3,18,0,2,1,4,0.55,387,0.4,1,0.8666666670000001,0.4,1,1,75.4,14,4.8,3
199,199,199,lucene,2.2,org.apache.lucene.search.Weight,6,1,0,47,6,15,44,4,6,2.0,6,0.0,0,0.0,0.4166666670000001,0,0,0.0,1,1.0,0
200,200,200,lucene,2.2,org.apache.lucene.search.Scorer,9,1,17,38,11,34,35,3,7,0.875,47,1.0,1,0.0,0.4166666670000001,0,0,4.1111111110000005,1,0.8889,1
201,201,201,lucene,2.2,org.apache.lucene.index.IndexReader,62,1,4,118,125,1757,93,27,46,0.877794337,815,1.0,5,0.0,0.102822581,0,0,11.96774194,11,1.2258,11
202,202,202,lucene,2.2,org.apache.lucene.search.QueryWrapperFilter,5,2,0,7,17,0,2,6,5,0.0,62,1.0,1,0.2,0.4,1,1,11.2,2,1.0,1
203,203,203,lucene,2.2,org.apache.lucene.analysis.StopAnalyzer,7,2,0,6,13,0,1,5,6,0.5,189,0.5,0,0.666666667,0.333333333,0,0,25.71428571,1,0.1429,0
204,204,204,lucene,2.2,org.apache.lucene.index.TermVectorsReader,10,1,0,9,37,17,1,8,0,0.5555555560000001,659,1.0,4,0.0,0.27777777800000003,0,0,64.2,4,1.1,11
205,205,205,lucene,2.2,org.apache.lucene.analysis.standard.StandardTokenizerTokenManager,22,1,0,5,38,153,1,4,7,0.8503401359999999,3785,0.114285714,1,0.0,0.380952381,0,0,169.4545455,236,14.0455,0
206,206,206,lucene,2.2,org.apache.lucene.store.NativeFSLockFactory,7,2,0,4,27,9,1,3,4,0.333333333,186,1.0,0,0.5,0.571428571,0,0,25.42857143,2,0.7143,2
207,207,207,lucene,2.2,org.apache.lucene.analysis.ISOLatin1AccentFilter,3,3,0,3,13,3,0,3,3,2.0,170,0.0,0,0.666666667,0.444444444,0,0,55.66666667,3,1.3333,3
208,208,208,lucene,2.2,org.apache.lucene.analysis.standard.Token,3,1,0,3,4,3,3,0,3,1.4375,23,0.0,2,0.0,0.5,0,0,4.0,2,1.0,0
209,209,209,lucene,2.2,org.apache.lucene.search.RemoteCachingWrapperFilter,2,2,0,3,6,0,0,3,2,0.0,18,1.0,1,0.5,0.666666667,0,0,7.5,1,0.5,2
210,210,210,lucene,2.2,org.apache.lucene.search.RangeQuery,9,2,0,9,32,0,1,8,9,0.291666667,340,1.0,2,0.6,0.259259259,2,3,36.44444444,11,3.0,2
211,211,211,lucene,2.2,org.apache.lucene.search.PrefixQuery,6,2,0,9,28,0,1,8,6,0.0,147,1.0,1,0.705882353,0.333333333,2,3,23.33333333,4,1.5,0
212,212,212,lucene,2.2,org.apache.lucene.analysis.standard.StandardTokenizer,15,3,0,9,29,15,1,8,11,0.6,524,0.7,3,0.266666667,0.28571428600000004,1,1,33.26666667,10,1.7333,6
213,213,213,lucene,2.2,org.apache.lucene.search.function.ByteFieldSource,7,3,0,7,22,9,2,6,6,0.7777777779999999,122,0.333333333,1,0.705882353,0.333333333,2,3,16.0,6,1.7143,1
214,214,214,lucene,2.2,org.apache.lucene.search.function.OrdFieldSource,7,2,0,6,21,0,1,6,5,0.666666667,92,0.666666667,0,0.5,0.375,2,2,11.71428571,3,1.0,2
215,215,215,lucene,2.2,org.apache.lucene.document.MapFieldSelector,4,1,0,2,10,0,0,2,4,0.0,83,0.0,0,0.0,0.4,0,0,19.5,2,0.5,1
216,216,216,lucene,2.2,org.apache.lucene.index.IndexFileNameFilter,5,1,0,3,14,4,2,1,4,0.583333333,145,0.666666667,1,0.0,0.5,0,0,27.4,7,2.6,1
217,217,217,lucene,2.2,org.apache.lucene.analysis.LowerCaseTokenizer,2,5,0,3,4,1,2,1,1,2.0,9,0.0,0,0.8888888890000001,0.666666667,1,1,3.5,1,0.5,0
218,218,218,lucene,2.2,org.apache.lucene.util.BitVector,14,1,0,5,28,0,2,3,8,0.288461538,1483,1.0,0,0.0,0.320512821,0,0,104.6428571,10,1.8571,0
219,219,219,lucene,2.2,org.apache.lucene.document.AbstractField,18,1,3,7,28,51,3,4,15,0.8099547509999999,503,1.0,0,0.0,0.198412698,0,0,26.22222222,19,2.1667,2
220,220,220,lucene,2.2,org.apache.lucene.search.DisjunctionMaxQuery,14,2,0,6,38,0,1,6,11,0.384615385,318,1.0,0,0.5,0.171428571,2,5,21.57142857,6,1.5714,2
221,221,221,lucene,2.2,org.apache.lucene.index.DocumentWriter,11,1,0,20,102,1,1,20,0,0.7333333329999999,1192,1.0,5,0.0,0.227272727,0,0,106.0,10,2.3636,0
222,222,222,lucene,2.2,org.apache.lucene.util.Constants,2,1,0,0,5,1,0,0,0,1.0,44,0.0,0,0.0,1.0,0,0,17.0,0,0.0,0
223,223,223,lucene,2.2,org.apache.lucene.search.MultiTermQuery,7,2,2,10,27,1,2,8,6,0.333333333,134,1.0,1,0.666666667,0.342857143,2,3,18.0,5,1.5714,0
224,224,224,lucene,2.2,org.apache.lucene.search.BooleanScorer,12,2,0,8,29,26,1,7,7,0.609090909,461,1.0,3,0.444444444,0.305555556,1,3,36.58333333,2,1.0833,0
225,225,225,lucene,2.2,org.apache.lucene.search.QueryFilter,3,3,0,4,7,3,0,4,3,2.0,20,0.0,0,0.7142857140000001,0.5555555560000001,2,3,5.666666667,1,0.6667,0
226,226,226,lucene,2.2,org.apache.lucene.search.ParallelMultiSearcher,6,3,0,16,33,3,1,16,6,0.4,297,1.0,1,0.880952381,0.351851852,2,3,48.16666667,1,0.8333,1
227,227,227,lucene,2.2,org.apache.lucene.search.ConjunctionScorer,10,2,1,6,21,0,3,4,6,0.412698413,340,1.0,1,0.470588235,0.3,1,3,32.3,2,1.1,1
228,228,228,lucene,2.2,org.apache.lucene.analysis.Token,13,1,0,15,22,24,14,1,13,0.75,177,0.166666667,1,0.0,0.384615385,1,1,12.15384615,3,1.0769,8
229,229,229,lucene,2.2,org.apache.lucene.index.MultiTermPositions,6,2,0,5,12,3,1,4,5,2.0,36,0.0,0,0.666666667,0.305555556,1,1,5.0,1,0.8333,0
230,230,230,lucene,2.2,org.apache.lucene.queryParser.FastCharStream,14,1,0,2,25,3,1,1,13,0.602564103,237,0.0,0,0.0,0.404761905,0,0,15.5,1,0.9286,0
231,231,231,lucene,2.2,org.apache.lucene.search.WildcardTermEnum,6,3,0,5,20,5,1,4,5,0.825,247,0.0,1,0.7222222220000001,0.333333333,1,4,38.83333333,16,3.6667,0
232,232,232,lucene,2.2,org.apache.lucene.store.LockObtainFailedException,1,4,0,5,2,0,5,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
233,233,233,lucene,2.2,org.apache.lucene.search.Sort,14,1,0,12,22,61,11,1,13,0.692307692,175,0.0,3,0.0,0.320512821,0,0,11.28571429,3,0.7143,2
234,234,234,lucene,2.2,org.apache.lucene.index.Posting,1,1,0,4,2,0,1,3,0,2.0,54,0.0,3,0.0,1.0,0,0,48.0,0,0.0,3
235,235,235,lucene,2.2,org.apache.lucene.index.IndexWriter,80,1,0,23,171,1344,4,22,52,0.843178622,2846,0.7222222220000001,10,0.0,0.1005996,0,0,34.125,4,0.9875,47
236,236,236,lucene,2.2,org.apache.lucene.index.TermInfosReader,17,1,0,9,35,72,2,7,4,0.65,474,1.0,6,0.0,0.31372549,0,0,26.29411765,4,1.1176,4
237,237,237,lucene,2.2,org.apache.lucene.search.RemoteSearchable_Stub,14,3,0,13,24,69,0,13,12,0.963369963,723,0.571428571,0,0.454545455,0.205128205,0,0,49.14285714,1,0.8571,0
238,238,238,lucene,2.2,org.apache.lucene.search.PhraseScorer,13,2,2,9,34,0,2,7,6,0.666666667,345,1.0,4,0.4,0.21978022,1,3,24.84615385,3,1.1538,0
239,239,239,lucene,2.2,org.apache.lucene.store.MMapDirectory,2,3,0,5,10,1,0,5,2,1.0,48,1.0,0,0.977272727,0.75,1,2,22.5,1,0.5,1
240,240,240,lucene,2.2,org.apache.lucene.search.HitDoc,1,1,0,2,2,0,1,1,0,2.0,18,0.0,3,0.0,1.0,0,0,12.0,0,0.0,0
241,241,241,lucene,2.2,org.apache.lucene.document.SetBasedFieldSelector,2,1,0,2,4,0,0,2,2,0.0,33,1.0,0,0.0,0.666666667,0,0,14.5,3,1.5,0
242,242,242,lucene,2.2,org.apache.lucene.search.Explanation,13,1,1,41,21,64,41,0,11,0.611111111,197,1.0,0,0.0,0.292307692,0,0,13.92307692,4,1.4615,0
243,243,243,lucene,2.2,org.apache.lucene.index.FieldReaderException,4,4,0,1,8,6,1,0,4,2.0,20,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
244,244,244,lucene,2.2,org.apache.lucene.index.FieldInfo,1,1,0,8,2,0,8,0,0,2.0,36,0.0,0,0.0,1.0,0,0,27.0,0,0.0,1
245,245,245,lucene,2.2,org.apache.lucene.search.HitIterator,5,1,0,2,10,0,1,2,4,0.375,60,1.0,1,0.0,0.6,0,0,10.6,2,1.2,2
246,246,246,lucene,2.2,org.apache.lucene.search.BooleanScorer2,21,2,0,16,58,104,5,15,10,0.65625,511,1.0,3,0.32,0.2375,1,3,22.95238095,6,1.6667,1
